age,sex,housing,job,savings_account,checking_account,credit_amount,duration,purpose,risk
39,male,rent,2,little,little,2122,12,car,good
34,male,own,3,little,,2759,12,furniture,good
59,female,rent,3,little,moderate,6416,48,business,bad
36,male,free,4,little,little,5302,18,car,good
23,female,rent,3,,little,1200,12,education,good
22,female,own,3,little,moderate,1670,9,television,bad
24,male,rent,3,moderate,little,6187,30,car,good
38,male,own,3,moderate,moderate,3512,24,car,good
29,female,own,3,little,high,683,6,television,good
37,female,rent,3,little,little,7685,48,business,bad
44,male,free,3,little,,5507,24,repairs,good
32,male,own,3,little,,4594,18,television,good
64,female,own,3,little,moderate,753,6,television,good
52,female,free,4,,,2133,12,car,good
23,female,own,3,little,little,448,6,education,bad
32,male,own,3,little,moderate,2273,36,education,good
41,male,rent,2,moderate,,1469,24,car,good
37,male,own,2,,,3565,12,education,good
22,female,rent,3,moderate,,2301,9,furniture,good
74,male,own,1,little,high,1299,6,car,good
43,male,own,3,moderate,little,1203,6,car,good
44,male,own,2,,little,4716,6,car,good
45,female,own,2,little,high,3049,18,furniture,good
24,male,own,3,moderate,moderate,5595,72,television,bad
31,female,own,3,little,,9566,36,television,good
35,male,free,3,little,little,3386,12,car,bad
34,male,free,4,little,little,2910,24,car,good
26,male,own,3,little,moderate,907,8,business,good
48,female,own,2,,moderate,4351,24,furniture,good
33,female,own,3,little,little,1131,18,furniture,bad
26,male,own,3,,,2069,10,furniture,good
44,male,own,3,moderate,moderate,1804,12,car,good
29,male,free,4,little,little,6579,24,car,good
26,male,own,3,little,high,1330,12,car,good
26,male,own,4,high,,3235,24,television,good
54,male,own,3,little,little,3051,48,domestics,bad
40,male,own,2,little,little,701,12,television,good
30,male,free,4,,,12680,21,car,bad
63,male,own,2,little,,1655,12,television,good
40,female,own,3,,,894,10,retraining,good
39,female,own,3,little,little,860,6,car,good
41,male,own,3,moderate,moderate,2503,30,business,good
27,male,own,3,little,,1101,12,car,good
30,male,rent,3,little,,1740,6,television,good
52,male,own,3,moderate,,2223,24,television,good
43,male,own,2,little,,1533,18,furniture,bad
46,male,own,3,rich,,1149,18,television,good
30,female,own,3,moderate,,1864,18,education,bad
27,male,own,2,little,little,1168,12,car,good
45,male,free,3,little,little,7882,42,furniture,good
30,male,rent,4,little,moderate,2063,6,television,good
32,male,own,2,little,moderate,1301,18,television,good
30,male,own,4,little,moderate,4455,36,business,bad
37,female,own,3,rich,,1287,24,car,good
28,male,rent,4,little,moderate,9398,36,car,bad
21,female,own,3,,,886,12,television,good
26,female,own,3,little,high,3749,24,furniture,good
25,male,own,3,moderate,,5511,24,furniture,good
55,female,free,4,little,little,2578,12,furniture,good
37,female,rent,3,high,,1402,12,furniture,good
46,male,rent,3,little,moderate,1223,12,car,bad
31,female,rent,3,,,2901,10,car,good
28,male,own,4,little,moderate,4249,30,car,bad
33,male,own,2,moderate,little,727,12,television,bad
34,female,own,3,rich,,1525,24,car,good
31,male,own,3,moderate,,3621,24,television,bad
36,male,free,3,,moderate,2760,24,car,good
31,male,own,3,high,,3430,24,television,good
27,female,own,1,little,little,750,18,education,bad
51,male,free,4,little,little,1164,8,car,good
37,male,free,3,,,2279,12,television,good
57,male,own,2,little,little,709,12,television,bad
61,female,own,3,,,2012,12,education,good
27,male,own,3,little,little,3552,24,furniture,bad
43,male,own,3,little,moderate,4057,24,furniture,bad
21,male,rent,3,little,little,902,12,retraining,bad
42,male,own,4,moderate,moderate,8086,36,car,bad
28,male,own,3,little,little,4169,24,furniture,good
31,male,own,3,moderate,,5742,36,business,good
46,male,own,3,rich,,1582,18,television,good
24,female,own,3,little,,932,6,television,good
27,male,own,3,little,,2613,36,repairs,good
27,male,free,4,,moderate,9157,60,television,good
61,male,free,3,,moderate,1239,18,education,good
53,female,own,4,,,7485,30,car,bad
32,male,free,4,little,,1505,18,television,good
47,male,free,3,,little,8335,36,car,bad
29,female,own,3,,,5003,21,car,bad
66,female,own,2,high,moderate,790,9,television,good
21,male,own,2,little,little,6568,24,business,good
54,male,own,3,little,little,1409,12,car,good
29,male,own,3,,,3556,15,car,good
31,male,own,4,,,8947,36,car,good
38,female,own,3,little,,1533,24,television,good
35,male,free,3,little,,1471,15,television,good
45,male,own,2,little,little,4006,28,car,bad
20,female,own,3,little,moderate,1967,24,television,good
60,male,own,3,little,little,2246,12,furniture,bad
21,female,rent,3,,,1126,18,television,good
23,male,own,3,little,high,3913,36,television,good
45,male,own,4,,,3527,12,car,good
32,male,own,4,high,,629,18,television,good
36,male,own,3,,,6304,36,business,good
26,male,own,3,little,little,4370,42,television,bad
37,male,own,2,little,moderate,1922,12,furniture,bad
29,male,own,3,little,moderate,1103,12,television,good
32,female,own,3,little,,4611,6,furniture,bad
49,male,own,2,,high,3656,30,television,good
22,male,own,3,high,little,2828,24,furniture,good
32,male,own,3,little,moderate,6078,12,car,good
24,male,own,3,moderate,moderate,6560,48,car,bad
36,male,own,3,little,little,1721,15,car,good
36,male,own,3,high,,909,36,car,good
32,male,own,3,moderate,,2848,10,car,good
36,male,own,3,high,,4042,42,furniture,good
45,male,own,2,high,,1750,6,television,good
50,male,own,3,little,,2241,21,furniture,good
28,female,own,4,little,,3349,36,furniture,bad
27,male,own,3,little,little,5998,40,education,bad
45,female,own,2,,,3835,36,television,good
42,female,own,3,little,moderate,3804,36,television,bad
24,female,rent,2,moderate,,11590,48,car,bad
27,female,own,3,little,little,343,6,domestics,good
42,male,free,4,little,little,7763,48,car,bad
31,male,own,2,little,moderate,1928,18,furniture,bad
68,male,rent,3,,,6761,18,car,bad
24,female,own,3,little,moderate,1237,8,furniture,bad
21,female,rent,3,moderate,moderate,3441,30,furniture,bad
37,male,own,3,little,,3535,36,car,good
30,male,own,3,little,moderate,1056,18,car,bad
53,female,own,3,little,little,795,12,education,bad
26,male,own,2,moderate,,4272,30,business,good
26,male,own,3,little,little,759,12,car,bad
40,male,rent,2,high,,1597,10,car,good
33,female,own,3,,moderate,1042,18,car,bad
36,male,free,4,,moderate,12169,48,car,good
39,male,own,2,,,9436,54,car,good
37,female,own,3,little,moderate,3612,18,furniture,good
42,male,own,4,little,,2292,12,business,bad
48,male,own,4,,moderate,12204,48,business,good
65,male,own,3,little,little,571,21,car,good
25,female,own,3,little,moderate,1206,9,television,good
43,male,own,3,little,,2515,18,furniture,good
40,male,rent,3,,,1386,15,television,good
44,male,own,3,,,3485,20,car,good
53,male,free,3,little,little,4870,24,car,bad
23,female,rent,3,little,little,2511,15,car,good
35,male,own,4,little,,2670,24,car,good
37,male,own,2,little,moderate,1154,9,television,good
40,male,rent,4,little,high,1905,15,education,good
36,male,free,4,little,little,1940,18,television,good
36,male,own,3,little,,1542,12,business,good
24,female,rent,3,little,little,1207,24,car,bad
46,male,free,3,high,,727,10,education,good
30,male,own,4,moderate,moderate,1919,30,television,bad
40,male,rent,3,,,7824,28,car,good
40,male,own,4,moderate,,4623,15,education,bad
54,female,own,1,little,,672,6,car,good
27,male,own,3,rich,,5804,24,car,good
22,female,own,3,little,moderate,5951,48,television,bad
35,male,rent,3,little,moderate,1919,9,furniture,good
27,male,own,4,little,moderate,14027,60,car,bad
42,male,own,3,little,little,4153,18,furniture,bad
47,male,own,2,high,,1316,15,television,good
35,male,own,3,little,,2346,24,car,good
39,male,own,3,little,,1473,18,television,good
41,male,own,3,little,high,2116,6,furniture,good
23,male,own,2,high,moderate,2520,27,television,bad
25,male,own,3,little,,1262,12,television,good
